,rmse,mae,r2
target_t1,0.005492991495650292,0.003610912712602621,0.0006235312105189461
target_t6,0.013115648225914808,0.008983117291692912,-0.0002506264120627488
target_t12,0.01849530826973181,0.013097902249424406,-0.00047193210163909427
